Loan Number,Country,Interest Rate,Currency of Commitment,Project ID,Original Principal Amount,Cancelled Amount,Disbursed Amount,Repaid to IBRD,Sold 3rd Party,First Repayment Date,Last Repayment Date
IBRD16240,Colombia,7.9,USD,P006759,"$61,000,000.00 ","$516,756.62 ","$60,483,243.38 ","$60,483,243.38 ",$0.00 ,05/15/1983,11/15/1995
IBRD16250,Morocco,7.35,USD,P005387,"$50,000,000.00 ","$4,851,205.08 ","$45,148,794.92 ","$42,761,946.45 ","$2,386,848.47 ",05/15/1983,11/15/1992
IBRD16260,Philippines,7.35,USD,P004465,"$779,126.31 ",$0.00 ,"$779,126.31 ","$779,126.31 ",$0.00 ,06/01/1984,12/01/1998
IBRD16265,Philippines,7.35,USD,P004465,"$34,220,873.69 ","$14,954,533.74 ","$19,266,339.95 ","$19,266,339.95 ",$0.00 ,06/01/1984,12/01/1998
IBRD16270,Turkey,7.35,USD,P008923,"$150,000,000.00 ",$0.00 ,"$150,000,000.00 ","$150,000,000.00 ",$0.00 ,04/15/1983,10/15/1995
IBRD16280,Colombia,7.35,USD,P006757,"$84,000,000.00 ",$131.72 ,"$83,999,868.28 ","$83,999,868.28 ",$0.00 ,03/15/1983,09/15/1995
IBRD16290,Honduras,7.35,USD,P007355,"$30,500,000.00 ","$5,902.61 ","$30,494,097.39 ","$30,494,097.39 ",$0.00 ,03/15/1984,09/15/1998
IBRD16300,Thailand,7.35,USD,P004699,"$17,500,000.00 ","$2,195,709.62 ","$15,304,290.38 ","$15,304,290.38 ",$0.00 ,08/01/1984,02/01/1999
IBRD16310,Syrian Arab Republic,7.35,USD,P005558,"$21,000,000.00 ","$21,000,000.00 ",$0.00 ,$0.00 ,$0.00 ,07/01/1983,01/01/1996
IBRD16320,Malaysia,7.35,USD,P004255,"$23,364,246.80 ",$0.00 ,"$23,364,246.80 ","$17,192,216.03 ","$6,172,030.77 ",05/01/1983,11/01/1995
IBRD16325,Malaysia,7.35,USD,P004255,"$3,135,753.20 ",$0.00 ,"$3,135,753.20 ","$3,135,753.20 ",$0.00 ,05/01/1983,11/01/1995
IBRD16330,Cote d'Ivoire,7.35,USD,P001123,"$7,600,000.00 ","$28,393.61 ","$7,571,606.39 ","$7,571,606.39 ",$0.00 ,08/01/1983,02/01/1996
IBRD16340,Romania,7.35,USD,P008710,"$40,000,000.00 ",$0.00 ,"$40,000,000.00 ","$40,000,000.00 ",$0.00 ,02/15/1983,02/15/1993
IBRD16350,"Korea, Republic of",7.35,USD,P004083,"$100,000,000.00 ",$0.00 ,"$100,000,000.00 ","$100,000,000.00 ",$0.00 ,12/15/1980,12/15/1995
IBRD16360,Kenya,7.35,USD,P001264,"$72,000,000.00 ","$59,196,900.06 ","$12,803,099.94 ","$12,803,099.94 ",$0.00 ,07/15/1984,01/15/1999
IBRD16370,Kenya,7.35,USD,P001269,"$20,000,000.00 ","$18,204,421.52 ","$1,795,578.48 ","$1,795,578.48 ",$0.00 ,04/01/1984,10/01/1998
IBRD16380,Thailand,7.35,USD,P004705,"$16,000,000.00 ","$8,407,384.80 ","$7,592,615.20 ","$7,592,615.20 ",$0.00 ,06/01/1984,12/01/1998
IBRD16390,Philippines,7.35,USD,P004464,"$3,171,514.66 ",$0.00 ,"$3,171,514.66 ","$3,171,514.66 ",$0.00 ,07/01/1984,01/01/1999
IBRD16391,Philippines,6.03,USD,P004464,"$5,100,000.00 ","$10,997.38 ","$5,089,002.62 ","$5,089,002.62 ",$0.00 ,07/01/1988,01/01/1999
IBRD16395,Philippines,7.35,USD,P004464,"$17,828,485.34 ",$0.00 ,"$17,828,485.34 ","$17,828,485.34 ",$0.00 ,07/01/1984,01/01/1999
IBRD16400,"Korea, Republic of",7.35,USD,P004085,"$143,000,000.00 ",$0.00 ,"$143,000,000.00 ","$128,500,240.17 ","$14,499,759.83 ",06/01/1983,12/01/1995
IBRD16410,Panama,7.35,USD,P007808,"$15,000,000.00 ","$834,762.09 ","$14,165,237.91 ","$14,165,237.91 ",$0.00 ,08/15/1982,02/15/1994
IBRD16420,Barbados,7.35,USD,P006071,"$9,000,000.00 ",$0.00 ,"$9,000,000.00 ","$8,277,699.28 ","$722,300.72 ",08/15/1982,02/15/1994
IBRD16421,Barbados,6.61,USD,P006071,"$3,000,000.00 ",$0.00 ,"$3,000,000.00 ","$3,000,000.00 ",$0.00 ,02/15/1987,02/15/1994
IBRD16430,Mexico,7.35,USD,P007552,"$6,696,740.18 ",$0.00 ,"$6,696,740.18 ","$6,696,740.18 ",$0.00 ,06/01/1983,12/01/1995
IBRD16435,Mexico,7.35,USD,P007552,"$53,303,259.82 ",$0.00 ,"$53,303,259.82 ","$53,303,259.82 ",$0.00 ,06/01/1983,12/01/1995
IBRD16440,Ecuador,7.35,USD,P007057,"$18,000,000.00 ","$3,818,030.21 ","$14,181,969.79 ","$14,181,969.79 ",$0.00 ,09/15/1985,03/15/1996
IBRD16450,Indonesia,7.35,USD,P003778,"$14,136,837.55 ",$0.00 ,"$14,136,837.55 ","$14,136,837.55 ",$0.00 ,08/01/1984,02/01/1999
IBRD16455,Indonesia,7.35,USD,P003778,"$56,551,359.78 ","$11,963,197.33 ","$44,588,162.45 ","$44,588,162.45 ",$0.00 ,08/01/1984,02/01/1999
IBRD1645S,Indonesia,7.35,USD,P003778,"$6,311,802.67 ",$0.00 ,"$6,311,802.67 ","$6,311,802.67 ",$0.00 ,02/01/1998,02/01/1999
IBRD16460,Philippines,7.35,USD,P004463,"$5,154,674.76 ",$0.00 ,"$5,154,674.76 ","$5,154,674.76 ",$0.00 ,08/01/1984,02/01/1999
IBRD16465,Philippines,7.35,USD,P004463,"$11,345,325.24 ","$784,840.34 ","$10,560,484.90 ","$10,560,484.90 ",$0.00 ,08/01/1984,02/01/1999
IBRD16470,Philippines,7.35,USD,P004469,"$5,342,276.97 ",$0.00 ,"$5,342,276.97 ","$5,342,276.97 ",$0.00 ,09/15/1984,03/15/1999
IBRD16475,Philippines,7.35,USD,P004469,"$26,657,723.03 ","$1,457,933.80 ","$25,199,789.23 ","$25,199,789.23 ",$0.00 ,09/15/1984,03/15/1999
IBRD16480,India,7.35,USD,P009750,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,06/15/1984,12/15/1998
IBRD16485,India,7.35,USD,P009750,"$50,000,000.00 ",$0.00 ,"$50,000,000.00 ","$50,000,000.00 ",$0.00 ,06/15/1984,12/15/1998
IBRD16490,Portugal,7.35,USD,P008631,"$42,190,423.49 ",$0.00 ,"$42,190,423.49 ","$35,928,868.67 ","$6,261,554.82 ",05/01/1982,11/01/1993
IBRD16495,Portugal,7.35,USD,P008631,"$15,809,576.51 ",$0.00 ,"$15,809,576.51 ","$15,809,576.51 ",$0.00 ,05/01/1982,11/01/1993
IBRD16500,Tanzania,7.35,USD,P002721,"$30,000,000.00 ","$23,181.58 ","$29,976,818.42 ","$29,976,818.42 ",$0.00 ,06/15/1984,12/15/1998
IBRD16510,Romania,7.35,USD,P008711,"$40,000,000.00 ",$0.00 ,"$40,000,000.00 ","$40,000,000.00 ",$0.00 ,06/15/1982,12/15/1993
IBRD16520,Romania,7.35,USD,P008712,"$70,000,000.00 ",$0.00 ,"$70,000,000.00 ","$70,000,000.00 ",$0.00 ,06/15/1982,12/15/1993
IBRD16530,Indonesia,7,USD,P003785,"$10,445,466.68 ",$0.00 ,"$10,445,466.68 ","$10,445,466.68 ",$0.00 ,08/15/1984,02/15/1999
IBRD16535,Indonesia,7,USD,P003785,"$38,479,569.26 ","$2,531,535.94 ","$35,948,033.32 ","$35,948,033.32 ",$0.00 ,08/15/1984,02/15/1999
IBRD1653S,Indonesia,7,USD,P003785,"$5,074,964.06 ",$0.00 ,"$5,074,964.06 ","$5,074,964.06 ",$0.00 ,02/15/1998,02/15/1999
IBRD16540,Brazil,7,USD,P006300,"$93,000,000.00 ",$0.00 ,"$93,000,000.00 ","$93,000,000.00 ",$0.00 ,09/01/1982,03/01/1994
IBRD16550,Dominican Republic,7,USD,P006985,"$27,000,000.00 ",$0.00 ,"$27,000,000.00 ","$27,000,000.00 ",$0.00 ,08/01/1983,02/01/1996
IBRD16560,Brazil,7,USD,P006302,"$100,000,000.00 ",$0.00 ,"$100,000,000.00 ","$100,000,000.00 ",$0.00 ,09/01/1982,03/01/1994
IBRD16570,Malaysia,7,USD,P004258,"$26,750,107.28 ",$0.00 ,"$26,750,107.28 ","$23,817,103.43 ","$2,933,003.85 ",08/01/1983,02/01/1996
IBRD16575,Malaysia,7,USD,P004258,"$11,249,892.72 ",$0.00 ,"$11,249,892.72 ","$11,249,892.72 ",$0.00 ,08/01/1983,02/01/1996
IBRD16580,Cyprus,7,USD,P008351,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,08/15/1982,02/15/1994
IBRD16585,Cyprus,7,USD,P008351,"$11,000,000.00 ","$1,090,000.00 ","$9,910,000.00 ","$9,910,000.00 ",$0.00 ,08/15/1982,02/15/1994
IBRD16590,Honduras,7,USD,P007354,"$15,000,000.00 ","$1,362,828.40 ","$13,637,171.60 ","$13,637,171.60 ",$0.00 ,10/01/1984,04/01/1999
IBRD16600,Brazil,7,USD,P006297,"$98,000,000.00 ","$19,216,400.00 ","$78,783,600.00 ","$78,783,600.00 ",$0.00 ,11/01/1982,05/01/1994
IBRD16610,Philippines,7,USD,P004468,"$1,254,363.75 ",$0.00 ,"$1,254,363.75 ","$1,254,363.75 ",$0.00 ,10/15/1984,04/15/1999
IBRD16615,Philippines,7,USD,P004468,"$98,745,636.25 ","$402,163.51 ","$98,343,472.74 ","$98,343,472.74 ",$0.00 ,10/15/1984,04/15/1999
IBRD16620,Thailand,7,USD,P004704,"$6,951,570.63 ",$0.00 ,"$6,951,570.63 ","$6,951,570.63 ",$0.00 ,09/15/1984,03/15/1999
IBRD16625,Thailand,7,USD,P004704,"$9,748,429.37 ","$618,200.56 ","$9,130,228.81 ","$9,130,228.81 ",$0.00 ,09/15/1984,03/15/1999
IBRD16630,Cote d'Ivoire,7,USD,P001125,"$12,600,000.00 ","$4,426,298.45 ","$8,173,701.55 ","$8,173,701.55 ",$0.00 ,07/01/1982,01/01/1994
IBRD16640,Liberia,7,USD,P001432,"$10,700,000.00 ","$1,800,855.46 ","$8,899,144.54 ","$8,899,144.54 ",$0.00 ,08/01/1984,02/01/1999
IBRD16650,Senegal,7,USD,P002304,"$7,000,000.00 ","$1,137,843.06 ","$5,862,156.94 ","$5,862,156.94 ",$0.00 ,06/15/1983,12/15/1993
IBRD16660,"Korea, Republic of",7,USD,P004086,"$125,000,000.00 ","$1,010,042.30 ","$123,989,957.70 ","$115,127,797.37 ","$8,862,160.33 ",10/01/1983,04/01/1996
IBRD16670,Nigeria,7,USD,P002038,"$23,000,000.00 ",$0.00 ,"$23,000,000.00 ","$23,000,000.00 ",$0.00 ,08/01/1984,02/01/1999
IBRD16680,Nigeria,7,USD,P002037,"$27,000,000.00 ","$332,156.27 ","$26,667,843.73 ","$26,667,843.73 ",$0.00 ,07/15/1984,01/15/1999
IBRD16690,Romania,7,USD,P008708,"$75,000,000.00 ","$467,603.00 ","$74,532,397.00 ","$74,532,397.00 ",$0.00 ,10/01/1982,04/01/1994
IBRD16700,Romania,7,USD,P008709,"$70,000,000.00 ",$0.00 ,"$70,000,000.00 ","$69,428,212.02 ","$571,787.98 ",10/01/1982,04/01/1994
IBRD16710,Mexico,7,USD,P007556,"$120,000,000.00 ",$0.00 ,"$120,000,000.00 ","$120,000,000.00 ",$0.00 ,12/01/1983,06/01/1996
IBRD16720,Panama,7,USD,P007807,"$19,000,000.00 ","$8,093,815.42 ","$10,906,184.58 ","$10,906,184.58 ",$0.00 ,09/15/1983,03/15/1994
IBRD16730,Honduras,7,USD,P007356,"$19,500,000.00 ","$6,725,307.77 ","$12,774,692.23 ","$12,774,692.23 ",$0.00 ,08/15/1984,02/15/1999
IBRD16740,Paraguay,7,USD,P007868,"$25,000,000.00 ","$332,687.39 ","$24,667,312.61 ","$24,667,312.61 ",$0.00 ,08/15/1983,02/15/1996
IBRD16750,Tunisia,7,USD,P005631,"$26,500,000.00 ",$0.00 ,"$26,500,000.00 ","$26,024,654.00 ","$475,346.00 ",08/15/1983,02/15/1996
IBRD16760,"Korea, Republic of",7,USD,P004084,"$29,000,000.00 ","$5,059,328.12 ","$23,940,671.88 ","$23,940,671.88 ",$0.00 ,12/01/1983,06/01/1994
IBRD16770,Argentina,7,USD,P005935,"$96,000,000.00 ","$29,653,299.11 ","$66,346,700.89 ","$66,346,700.89 ",$0.00 ,05/01/1982,11/01/1993
IBRD16780,Serbia,7,USD,P009185,"$18,353,572.32 ","$209,572.32 ","$18,144,000.00 ","$18,144,000.00 ",$0.00 ,09/15/1982,03/15/1994
IBRD16781,Serbia,7,USD,P009185,"$16,704,885.29 ","$20,485.29 ","$16,684,400.00 ","$16,684,400.00 ",$0.00 ,09/15/1982,03/15/1994
IBRD16782,Serbia,7,USD,P009185,"$30,043,064.31 ","$175,064.31 ","$29,868,000.00 ","$29,868,000.00 ",$0.00 ,09/15/1982,03/15/1994
IBRD16783,"Macedonia, former Yugoslav Republic",7,USD,P009185,"$35,000,000.00 ","$69,509.06 ","$34,930,490.94 ","$34,930,490.94 ",$0.00 ,09/15/1982,03/15/1994
IBRD16784,Bosnia and Herzegovina,7,USD,P009185,"$29,211,139.17 ","$44,739.17 ","$29,166,400.00 ","$29,166,400.00 ",$0.00 ,09/15/1982,03/15/1994
IBRD16790,Nigeria,7,USD,P002039,"$31,000,000.00 ","$56,671.70 ","$30,943,328.30 ","$30,943,328.30 ",$0.00 ,06/15/1984,12/15/1998
IBRD16800,Kenya,7,USD,P001266,"$20,000,000.00 ","$204,110.36 ","$19,795,889.64 ","$19,795,889.64 ",$0.00 ,10/01/1983,04/01/1994
IBRD16810,Morocco,7,USD,P005386,"$113,000,000.00 ","$25,505,930.48 ","$87,494,069.52 ","$87,494,069.52 ",$0.00 ,07/15/1984,01/15/1999
IBRD16820,Syrian Arab Republic,7,USD,P005557,"$30,000,000.00 ","$9,424,602.72 ","$20,575,397.28 ","$20,575,397.28 ",$0.00 ,08/15/1983,02/15/1996
IBRD16830,Algeria,7,USD,P004891,"$126,000,000.00 ",$0.00 ,"$126,000,000.00 ","$126,000,000.00 ",$0.00 ,01/01/1984,07/01/1996
IBRD16840,Kenya,7,USD,P001268,"$90,000,000.00 ","$174,551.39 ","$89,825,448.61 ","$89,825,448.61 ",$0.00 ,04/15/1985,04/15/2000
IBRD16850,Barbados,7,USD,P006072,"$8,000,000.00 ","$70,321.72 ","$7,929,678.28 ","$7,371,437.16 ","$558,241.12 ",08/01/1982,02/01/1994
IBRD16860,Mexico,7,USD,P007555,"$40,753,665.06 ",$0.00 ,"$40,753,665.06 ","$40,753,665.06 ",$0.00 ,10/01/1983,04/01/1994
IBRD16865,Mexico,7,USD,P007555,"$39,246,334.94 ",$0.00 ,"$39,246,334.94 ","$39,246,334.94 ",$0.00 ,10/01/1983,04/01/1994
IBRD16870,Morocco,7,USD,P005385,"$25,000,000.00 ","$7,892,456.53 ","$17,107,543.47 ","$17,107,543.47 ",$0.00 ,10/01/1983,04/01/1994
IBRD16880,Jordan,7,USD,P005255,"$15,000,000.00 ",$0.00 ,"$15,000,000.00 ","$13,991,833.38 ","$1,008,166.62 ",12/01/1983,06/01/1996
IBRD16890,Uruguay,7.9,USD,P008123,"$26,500,000.00 ","$1,888,680.10 ","$24,611,319.90 ","$24,611,319.90 ",$0.00 ,01/01/1983,07/01/1994
IBRD16900,Thailand,7.9,USD,P004703,"$80,000,000.00 ","$13,593,244.90 ","$66,406,755.10 ","$59,186,978.15 ","$7,219,776.95 ",01/15/1985,07/15/1999
IBRD16910,Indonesia,7.9,USD,P003779,"$5,572,467.47 ",$0.00 ,"$5,572,467.47 ","$5,572,467.47 ",$0.00 ,10/15/1984,04/15/1999
IBRD16915,Indonesia,7.9,USD,P003779,"$39,442,265.18 ","$491,732.65 ","$38,950,532.53 ","$38,950,532.53 ",$0.00 ,10/15/1984,04/15/1999
IBRD1691S,Indonesia,7.9,USD,P003779,"$4,985,267.35 ",$0.00 ,"$4,985,267.35 ","$4,985,267.35 ",$0.00 ,04/15/1998,04/15/1999
IBRD16920,Indonesia,7.9,USD,P003782,"$2,204,277.28 ",$0.00 ,"$2,204,277.28 ","$2,204,277.28 ",$0.00 ,01/01/1985,07/01/1999
IBRD16925,Indonesia,7.9,USD,P003782,"$34,951,789.17 ","$5,093,866.45 ","$29,857,922.72 ","$29,857,922.72 ",$0.00 ,01/01/1985,07/01/1999
IBRD1692S,Indonesia,7.9,USD,P003782,"$4,843,933.55 ",$0.00 ,"$4,843,933.55 ","$4,843,933.55 ",$0.00 ,01/01/1998,07/01/1999
IBRD16930,Peru,7.9,USD,P007962,"$115,000,000.00 ",$0.00 ,"$115,000,000.00 ","$115,000,000.00 ",$0.00 ,01/15/1984,07/15/1996
IBRD16940,Colombia,7.9,USD,P006760,"$13,500,000.00 ","$4,772,009.14 ","$8,727,990.86 ","$8,727,990.86 ",$0.00 ,09/01/1983,03/01/1996
IBRD16950,Morocco,7.9,USD,P005388,"$42,000,000.00 ","$5,698,414.69 ","$36,301,585.31 ","$36,301,585.31 ",$0.00 ,09/15/1985,03/15/2005
IBRD16960,Indonesia,7.9,USD,P003784,"$10,575,877.06 ",$0.00 ,"$10,575,877.06 ","$10,575,877.06 ",$0.00 ,09/15/1984,03/15/1999
IBRD16965,Indonesia,7.9,USD,P003784,"$107,412,699.35 ","$9,052,576.41 ","$98,360,122.94 ","$98,360,122.94 ",$0.00 ,09/15/1984,03/15/1999
IBRD1696S,Indonesia,7.9,USD,P003784,"$12,011,423.59 ",$0.00 ,"$12,011,423.59 ","$12,011,423.59 ",$0.00 ,03/15/1998,03/15/1999
IBRD16970,Colombia,7.9,USD,P006762,"$30,000,000.00 ","$2,129,000.00 ","$27,871,000.00 ","$27,871,000.00 ",$0.00 ,11/01/1983,05/01/1996
IBRD16980,Cote d'Ivoire,7.9,USD,P001126,"$14,200,000.00 ","$46,040.44 ","$14,153,959.56 ","$14,153,959.56 ",$0.00 ,12/15/1983,06/15/1996
IBRD16990,Dominican Republic,7.9,USD,P006986,"$25,000,000.00 ","$3,544,400.37 ","$21,455,599.63 ","$21,455,599.63 ",$0.00 ,01/15/1984,07/15/1996
IBRD17000,Portugal,7.9,USD,P008632,"$40,000,000.00 ",$0.00 ,"$40,000,000.00 ","$29,109,077.94 ","$10,890,922.06 ",11/01/1982,05/01/1994
IBRD17010,Portugal,7.9,USD,P008630,"$8,123,268.21 ",$0.00 ,"$8,123,268.21 ","$8,123,268.21 ",$0.00 ,01/01/1982,07/01/1994
IBRD17015,Portugal,7.9,USD,P008630,"$36,876,731.79 ","$1,461,228.85 ","$35,415,502.94 ","$35,415,502.94 ",$0.00 ,01/01/1982,07/01/1994
IBRD17020,Tunisia,7.9,USD,P005632,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$22,601,050.66 ","$2,398,949.34 ",01/01/1984,07/01/1996
IBRD17030,Indonesia,7.9,USD,P003780,"$10,318,950.82 ",$0.00 ,"$10,318,950.82 ","$10,318,950.82 ",$0.00 ,12/15/1982,06/15/1997
IBRD17035,Indonesia,7.9,USD,P003780,"$39,681,049.18 ","$226,950.64 ","$39,454,098.54 ","$39,454,098.54 ",$0.00 ,12/15/1982,06/15/1997
IBRD17040,Morocco,7.9,USD,P005384,"$70,000,000.00 ",$0.00 ,"$70,000,000.00 ","$70,000,000.00 ",$0.00 ,02/01/1984,08/01/1993
IBRD17050,Tunisia,7.9,USD,P005630,"$19,000,000.00 ","$4,790,948.08 ","$14,209,051.92 ","$13,893,032.92 ","$316,019.00 ",12/01/1983,06/01/1996
IBRD17060,Mexico,7.9,USD,P007553,"$3,388,227.81 ",$0.00 ,"$3,388,227.81 ","$3,388,227.81 ",$0.00 ,01/01/1984,07/01/1996
IBRD17065,Mexico,7.9,USD,P007553,"$88,611,772.19 ","$10,200,000.00 ","$78,411,772.19 ","$78,411,772.19 ",$0.00 ,01/01/1984,07/01/1996
IBRD17070,Indonesia,7.9,USD,P003777,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,12/01/1984,06/01/1999
IBRD17075,Indonesia,7.9,USD,P003777,"$87,253,045.14 ","$51,425,145.14 ","$35,827,900.00 ","$35,827,900.00 ",$0.00 ,12/01/1984,06/01/1999
IBRD1707S,Indonesia,7.9,USD,P003777,"$2,746,954.86 ",$0.00 ,"$2,746,954.86 ","$2,746,954.86 ",$0.00 ,06/01/1998,06/01/1999
IBRD17080,Indonesia,7.9,USD,P003783,"$20,342,416.39 ",$0.00 ,"$20,342,416.39 ","$20,342,416.39 ",$0.00 ,01/15/1985,07/15/1999
IBRD17085,Indonesia,7.9,USD,P003783,"$134,196,240.64 ","$16,885,157.03 ","$117,311,083.61 ","$117,311,083.61 ",$0.00 ,01/15/1985,07/15/1999
IBRD1708S,Indonesia,7.9,USD,P003783,"$20,461,342.97 ",$0.00 ,"$20,461,342.97 ","$20,461,342.97 ",$0.00 ,01/15/1998,07/15/1999
IBRD17090,Indonesia,7.9,USD,P003786,"$1,543,486.74 ",$0.00 ,"$1,543,486.74 ","$1,543,486.74 ",$0.00 ,01/15/1985,07/15/1999
IBRD17095,Indonesia,7.9,USD,P003786,"$30,177,130.73 ","$3,162,617.47 ","$27,014,513.26 ","$27,014,513.26 ",$0.00 ,01/15/1985,07/15/1999
IBRD1709S,Indonesia,7.9,USD,P003786,"$4,279,382.53 ",$0.00 ,"$4,279,382.53 ","$4,279,382.53 ",$0.00 ,01/15/1998,07/15/1999
IBRD17100,Philippines,7.9,USD,P004470,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,02/15/1985,08/15/1999
IBRD17105,Philippines,7.9,USD,P004470,"$16,000,000.00 ","$10,250,244.23 ","$5,749,755.77 ","$5,749,755.77 ",$0.00 ,02/15/1985,08/15/1999
IBRD17110,Nigeria,7.9,USD,P002040,"$92,000,000.00 ","$435,797.16 ","$91,564,202.84 ","$91,564,202.84 ",$0.00 ,10/15/1984,04/15/1999
IBRD17120,Mexico,7.9,USD,P007554,"$49,775,324.65 ",$0.00 ,"$49,775,324.65 ","$49,775,324.65 ",$0.00 ,11/01/1983,05/01/1996
IBRD17125,Mexico,7.9,USD,P007554,"$125,224,675.35 ","$12,451,516.04 ","$112,773,159.31 ","$112,773,159.31 ",$0.00 ,11/01/1983,05/01/1996
IBRD17130,Costa Rica,7.9,USD,P006918,"$34,000,000.00 ","$384,226.54 ","$33,615,773.46 ","$33,615,773.46 ",$0.00 ,03/01/1983,09/01/1994
IBRD17140,Brazil,7.9,USD,P006296,"$26,000,000.00 ","$15,950,809.43 ","$10,049,190.57 ","$10,049,190.57 ",$0.00 ,03/01/1983,09/01/1994
IBRD17150,Jamaica,7.9,USD,P007424,"$31,500,000.00 ","$153,633.99 ","$31,346,366.01 ","$31,346,366.01 ",$0.00 ,02/01/1984,08/01/1996
IBRD17160,Jamaica,7.9,USD,P007422,"$12,000,000.00 ",$15.58 ,"$11,999,984.42 ","$11,999,984.42 ",$0.00 ,02/01/1984,08/01/1996
IBRD17170,Malaysia,7.9,USD,P004256,"$13,937,087.16 ",$0.00 ,"$13,937,087.16 ","$13,837,087.16 ","$100,000.00 ",02/01/1984,08/01/1996
IBRD17175,Malaysia,7.9,USD,P004256,"$17,062,912.84 ","$1,488,920.71 ","$15,573,992.13 ","$15,573,992.13 ",$0.00 ,02/01/1984,08/01/1996
IBRD17180,Greece,7.9,USD,P008434,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$16,500,059.39 ","$8,499,940.61 ",02/01/1983,08/01/1994
IBRD17190,Nigeria,7.9,USD,P002036,"$9,000,000.00 ","$37,986.55 ","$8,962,013.45 ","$8,962,013.45 ",$0.00 ,01/15/1985,07/15/1999
IBRD17200,Brazil,7.9,USD,P006301,"$70,000,000.00 ",$0.00 ,"$70,000,000.00 ","$70,000,000.00 ",$0.00 ,10/15/1982,04/15/1994
IBRD17210,Brazil,7.9,USD,P006298,"$86,700,000.00 ","$45,657.00 ","$86,654,343.00 ","$86,654,343.00 ",$0.00 ,02/15/1983,08/15/1994
IBRD17215,Brazil,6.63,USD,P006298,"$22,300,000.00 ","$984,849.80 ","$21,315,150.20 ","$21,315,150.20 ",$0.00 ,02/15/1983,08/15/1994
IBRD17220,Trinidad and Tobago,7.9,USD,P008089,"$20,000,000.00 ","$18,156,411.70 ","$1,843,588.30 ","$1,843,588.30 ",$0.00 ,01/15/1983,07/15/1994
IBRD17230,Cameroon,7.9,USD,P000345,"$38,000,000.00 ",$0.00 ,"$38,000,000.00 ","$38,000,000.00 ",$0.00 ,10/15/1984,04/15/1999
IBRD17240,Morocco,7.9,USD,P005389,"$49,000,000.00 ",$0.00 ,"$49,000,000.00 ","$49,000,000.00 ",$0.00 ,03/01/1984,09/01/1999
IBRD17250,Colombia,7.9,USD,P006758,"$72,000,000.00 ","$26,083.41 ","$71,973,916.59 ","$71,445,821.96 ","$528,094.63 ",10/15/1983,04/15/1996
IBRD17260,Colombia,7.9,USD,P006761,"$31,000,000.00 ","$460,000.00 ","$30,540,000.00 ","$30,540,000.00 ",$0.00 ,12/01/1983,06/01/1996
IBRD17270,Philippines,7.9,USD,P004466,"$13,558,133.60 ",$0.00 ,"$13,558,133.60 ","$13,558,133.60 ",$0.00 ,03/01/1985,09/01/1999
IBRD17275,Philippines,7.9,USD,P004466,"$11,441,866.40 ","$84,465.33 ","$11,357,401.07 ","$11,357,401.07 ",$0.00 ,03/01/1985,09/01/1999
IBRD17280,Brazil,7.9,USD,P006295,"$40,000,000.00 ","$12,966,628.07 ","$27,033,371.94 ","$27,033,371.94 ",$0.00 ,03/01/1983,09/01/1994
IBRD17290,Brazil,7.9,USD,P006294,"$28,000,000.00 ",$0.00 ,"$28,000,000.00 ","$28,000,000.00 ",$0.00 ,03/15/1983,09/15/1994
IBRD17291,Brazil,6.63,USD,P006294,"$7,700,000.00 ","$211,901.26 ","$7,488,098.74 ","$7,488,098.74 ",$0.00 ,03/15/1986,09/15/1994
IBRD17300,Brazil,7.9,USD,P006299,"$2,138,265.00 ",$0.00 ,"$2,138,265.00 ","$2,138,265.00 ",$0.00 ,11/01/1982,05/01/1994
IBRD17305,Brazil,7.9,USD,P006299,"$107,861,735.00 ",$0.00 ,"$107,861,735.00 ","$107,861,735.00 ",$0.00 ,11/01/1982,05/01/1994
IBRD17310,Ecuador,7.9,USD,P007058,"$40,000,000.00 ","$1,154,431.95 ","$38,845,568.05 ","$38,845,568.05 ",$0.00 ,10/01/1982,04/01/1994
IBRD17320,"Egypt, Arab Republic of",7.9,USD,P005015,"$75,000,000.00 ",$0.00 ,"$75,000,000.00 ","$75,000,000.00 ",$0.00 ,01/15/1984,07/15/1999
IBRD17330,"Egypt, Arab Republic of",7.9,USD,P005018,"$102,000,000.00 ",$0.00 ,"$102,000,000.00 ","$102,000,000.00 ",$0.00 ,12/01/1984,06/01/1999
IBRD17340,Cameroon,7.9,USD,P000346,"$27,000,000.00 ","$200,103.65 ","$26,799,896.35 ","$26,799,896.35 ",$0.00 ,03/01/1985,09/01/1999
IBRD17350,Cote d'Ivoire,7.9,USD,P001124,"$18,000,000.00 ","$110,009.62 ","$17,889,990.38 ","$17,889,990.38 ",$0.00 ,11/01/1984,05/01/1996
IBRD17360,Paraguay,7.9,USD,P007869,"$39,000,000.00 ","$3,736,400.90 ","$35,263,599.10 ","$35,263,599.10 ",$0.00 ,02/15/1984,08/15/1996
IBRD17370,Colombia,7.9,USD,P006756,"$20,000,000.00 ",$0.00 ,"$20,000,000.00 ","$20,000,000.00 ",$0.00 ,03/01/1984,09/01/1996
